GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27
8600000US01824,1824,ZCTA5 01824,14791,397,8046,374,6745,315,53879,3196,65766,4144,42304,2063,9637,372,5875,302,3762,278,0.3,0.3,0.3,0.3,0.3,0.5,0.7,0.5,0.2,0.4,1.4,1,4.1,1.4,2.8,1.3,6.2,2.5,6.1,1.6,5.7,2,6.8,2.6,15.6,2.2,11.3,2.4,22.3,4.3,15.3,2.1,15.7,3,14.8,3.3,9.5,1.8,8.2,2,11.5,2.9,18.9,2.2,18.9,3,19,3.9,29.4,2.3,36.9,3.7,17.8,3.3,(X),(X),82065,2559,62774,5759,89193,4799,100570,7605,71427,4264,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17,(X),(X),(X),(X),(X)
8600000US01826,1826,ZCTA5 01826,17678,622,9207,491,8471,521,41691,2179,50702,5511,36097,1934,11711,809,6672,503,5039,532,0.3,0.3,0.2,0.3,0.5,0.7,2,0.9,1.7,1.1,2.4,1.6,6.9,2.3,6.6,2.7,7.3,3.3,12.6,2.3,10.1,2.7,16,4.1,20.9,3.3,17.1,4.2,25.8,5.3,16.9,2.9,16.7,3.6,17.2,4.2,10.7,2.4,11.1,3.1,10.2,3.5,13.5,2.4,15,3.2,11.5,3.4,16.1,2.3,21.4,3.5,9,2.4,(X),(X),62831,5008,48606,3144,63664,2813,70645,3523,54421,2806,47198,3831,56216,4126,39272,3081,31820,3629,32330,7038,24792,22113,39144,3678,46390,9011,30304,6537,50052,3792,63935,8147,41434,6131,58287,5585,72705,7033,42253,6894,73663,5578,102461,21593,64318,13436,18.9,(X),(X),(X),(X),(X)
8600000US01827,1827,ZCTA5 01827,1960,86,1018,77,942,76,60256,10155,81458,4878,34792,9847,1148,86,729,70,419,64,0.4,0.6,0,4.4,1.2,1.8,2,1.5,3.2,2.2,0,7.5,3.2,1.8,4.5,2.7,1,1.8,4.7,3,0.7,1,11.7,7.7,7.3,3.1,5.8,3.5,10,5,12.8,4.6,8.5,4.5,20.3,8.4,10,4.1,8.2,3.5,13.1,9.1,17.5,4.1,17.8,4.9,16.9,7.4,42,5.4,51.3,7.7,25.8,9.1,(X),(X),101583,9584,69087,6139,108492,10823,124051,15905,81421,9276,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17.7,(X),(X),(X),(X),(X)
8600000US01830,1830,ZCTA5 01830,14172,557,7167,367,7005,431,33526,2858,42128,4623,29655,2132,8632,577,4839,404,3793,332,0.7,0.5,0.3,0.4,1.3,1,2.5,1.2,1.2,0.8,4.1,2.3,8.7,2.4,8.4,3.2,9.1,3.3,16.7,3.1,11.1,3.4,23.8,4.8,21.2,3.4,18.2,4.5,25,4.6,17.4,2.8,19.7,3.9,14.5,3.9,6.5,1.8,7.2,2.6,5.5,2.2,12.7,2.1,14.8,3.2,9.9,2.7,13.8,2.4,19.2,3.9,6.9,2.1,(X),(X),56936,3561,41371,2210,63673,4508,71070,5305,54236,5627,38526,2396,47846,4113,31588,1156,21319,1757,20862,3212,22452,11740,32683,4408,39478,3442,27039,2306,37445,2699,49621,5368,31893,1727,56792,5264,74948,10229,36172,5545,68911,7596,87000,26490,64250,6035,20.7,(X),(X),(X),(X),(X)
8600000US01832,1832,ZCTA5 01832,11900,726,6045,474,5855,514,36975,4047,42439,4768,33194,3672,7745,525,4047,355,3698,392,1.8,1.3,1.2,1.1,2.5,2.4,1.3,0.9,1.3,1.5,1.3,1,11,2.8,8.3,4.1,13.9,4,14.3,2.6,11.5,4.3,17.4,4,19.4,3.4,16.8,4.9,22.2,5.3,17.4,3.1,20.5,5.3,14.1,3.8,8.6,2.2,9.6,3.5,7.5,2.6,12.9,3,13,3.7,12.9,4.5,13.2,2.7,17.8,4.2,8.2,3,(X),(X),54558,6093,42396,5332,60253,3244,65721,4925,54269,4535,41616,1532,47579,5241,38783,4766,28904,2708,29917,2117,20417,12846,29395,5870,31124,7676,26838,5842,39931,5447,42252,4033,34121,5620,53787,7616,68012,15998,41416,1245,68338,2641,68942,6566,68237,5711,21.8,(X),(X),(X),(X),(X)
8600000US01833,1833,ZCTA5 01833,4971,215,2536,180,2435,163,52956,5956,65357,6537,39535,3727,3180,164,1862,118,1318,155,1.1,0.9,0,1.7,2.7,2.1,1.3,1,1.1,1.3,1.5,1.6,3.9,2.1,4.1,3.3,3.6,2.3,5.9,2.1,7.1,3.1,4.3,2.6,13.2,3.6,9.8,4.3,18.1,6,16.8,4.2,13.4,4.8,21.5,6.7,8.8,3.1,7.3,3.5,10.9,4.8,19.1,3.6,21.4,4.8,15.9,5.6,29.8,4.6,35.8,6.6,21.4,5.6,(X),(X),85714,14401,64179,3605,88451,6756,99859,10897,72334,5429,60504,6878,74211,11830,46526,8691,47656,18442,56944,13051,38750,12919,39500,12890,51250,26497,17292,10527,47407,13821,56250,8336,40089,9944,65941,3925,90064,11618,52159,11909,81648,21520,105905,13758,75042,7963,15.8,(X),(X),(X),(X),(X)
8600000US01834,1834,ZCTA5 01834,3841,278,2153,199,1688,203,42179,6550,51356,13183,38591,6746,2492,265,1523,202,969,190,0,1.3,0,2.1,0,3.3,0.7,1.1,0,2.1,1.8,2.8,10.4,5.4,8.9,4.9,12.6,9.2,10.1,5.7,12.7,9.1,6.1,4.9,16.5,5.9,10,5.4,26.6,12.1,16.5,6.7,16.1,6.9,17,9.9,4.7,2.8,4.1,3.8,5.7,4,14.6,4.6,19.5,7.1,6.8,4.5,26.7,6.8,28.8,8.4,23.4,10.6,(X),(X),71120,21107,53323,13806,78727,10142,83093,13935,71864,15310,50745,9741,60492,13013,40390,5124,13771,853,20089,12667,-,**,30402,7124,37778,15704,21360,5845,48750,11337,55000,7679,41558,8729,77328,14765,83929,10835,49063,19401,79402,9968,81827,33119,78370,15906,15.8,(X),(X),(X),(X),(X)
8600000US01835,1835,ZCTA5 01835,7981,464,3870,295,4111,342,40131,3079,46997,5001,30514,3308,4899,363,2755,211,2144,265,2.4,1.6,1.2,1.1,4,3.5,0.8,0.7,0,1.2,1.9,1.5,6.3,2.3,3.5,2.4,9.9,4.6,14.6,3.2,13.8,5,15.6,4.4,19.7,4.2,19.2,5,20.3,7.5,18.1,2.6,17.1,4.7,19.4,4.3,12.3,3.1,14.6,4.4,9.3,3.8,14.3,3.2,13.8,3.9,15,4.9,11.4,2.8,16.8,4.2,4.5,2.1,(X),(X),60645,4764,48995,3923,61688,3954,68756,5394,52606,4290,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.1,(X),(X),(X),(X),(X)
8600000US01840,1840,ZCTA5 01840,2080,223,951,142,1129,152,23875,3147,29635,5434,20758,3215,1219,179,632,131,587,112,3.1,3.1,1.3,2.1,5.1,6,3,2.5,1.1,1.6,5.1,4.7,22.2,6.7,18.5,9.1,26.2,9,26,6.9,27.8,11.1,24,10.1,21.2,6.3,21.7,9.3,20.6,8.1,7.4,3.9,7,5.6,7.8,5.3,5.3,2.4,5.5,4.1,4.9,4.5,1.3,1.4,2.5,2.6,0,5.4,10.5,5.2,14.6,8.6,6.1,7.5,(X),(X),35625,7490,30365,2304,45570,7507,51890,11262,38766,9822,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.6,(X),(X),(X),(X),(X)
8600000US01841,1841,ZCTA5 01841,22942,863,11624,652,11318,522,22500,1180,27075,1504,19116,1241,13230,781,7422,622,5808,502,2.5,0.8,1.5,0.9,3.6,1.7,6.9,1.6,5.4,1.8,8.9,2.5,22.5,2.3,16.7,3.4,29.9,4.1,28.1,2.7,28.2,4.2,27.9,4.3,19.5,2.5,21.3,3.5,17.2,3.4,9.8,1.8,12.5,2.6,6.4,2.1,3.8,1.4,4.6,2.2,2.9,1.5,3.6,1.4,5,2.4,1.7,0.9,3.3,0.9,4.8,1.4,1.4,1.2,(X),(X),34052,2413,27125,1206,37621,1753,42645,2725,31200,1726,26363,976,31063,1335,21824,947,21095,2209,25308,2804,17843,2677,27111,2406,32974,4320,19873,2022,27210,2587,31741,3053,24424,2490,40515,7806,52469,29588,37675,9570,50218,7118,53977,18603,41875,33107,28.5,(X),(X),(X),(X),(X)
8600000US01843,1843,ZCTA5 01843,12762,715,6342,572,6420,476,26958,3547,31975,3107,22468,2759,7320,503,4024,419,3296,354,0.5,0.5,0,0.8,1.1,1.2,5,1.7,3.5,2.1,6.7,3,16.5,3.7,15.2,5.9,18.1,4.6,21.1,3.2,15.4,3.9,28,5.8,26.7,4.8,28.6,6.6,24.5,5.9,13.3,3.3,14.6,4.1,11.6,4,4.2,2,5.9,3.1,2.2,1.8,8,2.6,11.3,4.3,3.8,2,4.8,2,5.4,3.2,4.1,2.1,(X),(X),40957,2258,33240,2608,45518,2819,50314,4320,39662,3106,31774,1099,37081,2245,26498,2587,20250,3478,25625,9685,15662,3509,30916,1437,36582,1601,23931,2488,32000,2559,35958,6713,30497,3677,42388,8173,50229,9272,40227,5157,75554,3556,76580,14169,58594,32462,26.6,(X),(X),(X),(X),(X)
8600000US01844,1844,ZCTA5 01844,27756,610,14090,505,13666,517,36323,1402,41896,1832,31702,1044,17392,647,9566,445,7826,489,1,0.7,1.5,1.1,0.4,0.4,1.3,0.6,0.5,0.4,2.4,1.1,9.6,1.5,6.4,1.9,13.6,2.6,15.5,2.2,13.8,3,17.5,3.2,20.9,2.3,18.7,2.7,23.5,3.6,19.6,2,20.2,2.7,18.8,2.7,7.3,1.3,7.5,1.7,7,1.8,12.8,1.7,14.8,2.3,10.2,2.1,12.1,1.7,16.6,2.5,6.6,1.5,(X),(X),54841,2805,43992,3125,59132,2022,65147,2778,51780,2203,42073,1219,50687,1620,35981,1624,28191,6307,32244,8436,17857,3369,35981,3308,42240,2408,29003,2369,40488,1871,53143,3230,34936,3031,53602,4849,68750,13002,46592,5560,62612,4577,80926,13630,53696,5220,20.5,(X),(X),(X),(X),(X)
8600000US01845,1845,ZCTA5 01845,16709,449,8958,431,7751,391,52258,3470,70167,8525,40178,5157,10258,503,6314,413,3944,325,1,0.7,0.9,0.9,1.1,0.9,1,0.7,0.5,0.6,1.8,1.6,4.6,1.9,5.4,2.8,3.4,1.7,7.3,2,4.5,2.1,11.7,4.3,12.1,2.2,8.2,2.3,18.2,3.7,13.7,2.5,11.7,3.7,16.9,4.2,10.2,2,8.5,2,12.9,3.4,14.9,2,15,2.6,14.8,3,35.3,2.5,45.5,3.7,19.2,3.1,(X),(X),91151,6078,62241,2950,100551,5171,118912,8080,71156,3719,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17.5,(X),(X),(X),(X),(X)
8600000US01850,1850,ZCTA5 01850,8419,653,4176,362,4243,444,30081,4993,32185,5361,26386,3386,5025,567,2584,396,2441,306,1.4,1.2,1.3,1.6,1.5,1.6,1.5,1.4,2,1.7,0.9,1.2,12.5,3.9,11.6,5.5,13.4,4.9,25.8,6.1,18.9,7.4,33,9.7,23.2,5,22.3,7,24.1,8.3,18.6,4.7,22.1,7.1,15,5.9,7.7,4.1,8.6,7,6.8,5.1,6,3,7.9,5,3.9,2.4,3.4,2.1,5.2,3.9,1.5,1.4,(X),(X),47122,5965,35495,4985,45805,3382,50209,5530,41142,3305,34609,4706,40339,5656,31546,2530,20612,1785,20732,2325,20195,4221,33266,4298,38145,7923,30346,8326,34063,7118,45064,7889,27217,5344,46750,15221,50565,22911,44276,11909,63592,19032,64622,35939,42361,41628,21.3,(X),(X),(X),(X),(X)
8600000US01851,1851,ZCTA5 01851,16062,762,8497,496,7565,509,29654,1696,31598,1956,27569,1957,9548,681,5393,449,4155,437,1.6,1.1,1.9,1.8,1.2,1.2,1.9,1,0.4,0.4,3.9,2.2,15.1,2.7,15.1,3.8,15.1,3.5,23.3,2.6,20.8,3.5,26.5,4,25,2.7,21.1,3.4,30,4.2,14.3,2.6,17.9,3.5,9.5,3.1,5.8,1.7,7.9,2.7,3.1,1.3,7.2,1.4,7.7,2.2,6.6,2.2,5.8,1.6,7.2,2.1,4,1.9,(X),(X),42117,2012,36132,1560,47539,2230,51429,3057,42489,2608,31956,1032,35305,2982,30530,1305,26291,2497,27213,3935,25823,3564,30285,2888,31590,3051,28105,3849,35868,2328,38578,2399,31827,2767,42670,7259,47656,8916,38095,6601,56313,13622,61827,16510,51250,18564,28.5,(X),(X),(X),(X),(X)
8600000US01852,1852,ZCTA5 01852,18303,821,9739,545,8564,514,31997,1109,33332,2492,30768,1730,10995,703,6250,518,4745,388,1.9,0.9,1.6,1.1,2.3,1.3,2.9,1.2,3.4,2,2.2,1.4,8.7,2.2,8.5,2.8,8.9,3,19,3,20.9,3.9,16.5,3.9,24.4,2.8,22.2,3.8,27.2,4.4,17,2.4,14.6,2.9,20.3,4.4,6.9,1.9,8.4,2.8,5,1.7,10.6,1.8,10.1,2.4,11.4,2.6,8.6,1.6,10.3,2.3,6.3,2.3,(X),(X),45695,2480,45273,4715,54570,2459,56687,4007,51782,3220,36265,1615,37920,4312,34786,3233,21531,2552,24167,9323,20830,2086,31081,1207,32606,2776,27679,5353,37321,3297,41810,7326,35862,3209,51689,6186,50495,8686,52500,6957,55667,10925,63295,25140,53456,7775,23.9,(X),(X),(X),(X),(X)
8600000US01854,1854,ZCTA5 01854,15875,753,8221,624,7654,481,23445,1398,23926,2232,22945,2110,7627,543,3977,406,3650,334,1.8,1.1,1.9,1.6,1.8,1.5,2.8,1.1,1.8,1.4,3.9,2.1,14.3,3.1,12.1,3.7,16.6,4.5,20.7,3.5,17.7,4,24,5.6,22.4,3.7,25.3,4.8,19.2,5.5,16.2,3,16.6,3.9,15.7,4.6,7.1,1.9,7.9,3,6.3,2.8,9.7,2.8,10.3,3.6,9,3.5,5,1.8,6.4,2.5,3.5,2.3,(X),(X),42971,2962,37204,4099,47795,2425,50841,3427,44475,3413,32293,2069,35710,3652,30756,2061,21314,2038,24057,4398,20442,3431,27711,3055,29732,3237,26364,2226,34786,4068,42546,7282,31171,3164,46699,7356,49259,14065,44196,9427,62554,15626,73750,33613,53500,20270,24.7,(X),(X),(X),(X),(X)
8600000US01860,1860,ZCTA5 01860,3881,191,1811,214,2070,182,39028,5057,51104,13750,28243,8133,2132,231,1159,178,973,171,3.1,2.5,0,2.8,6.8,5.3,2.6,3.2,1.5,2.4,3.9,5.9,6.1,3.1,5.7,3.4,6.6,5.1,3.3,2.1,3.7,3.5,2.9,3.3,16.1,6.2,14,8.1,18.7,7.6,21.2,5.3,18.8,7.5,23.9,9.2,9.6,5,7.4,6.9,12.1,7.4,14.2,5.5,14.1,8,14.3,9,23.9,5.2,34.9,8.7,10.8,6.4,(X),(X),71821,15454,55219,5704,76304,8653,84474,8468,66573,16077,46042,11004,56768,8852,40362,7041,-,**,-,**,-,**,26613,13340,37344,5381,14676,2402,43000,4005,55000,17245,29324,12021,66797,13283,92782,16224,37206,19978,72946,15287,77857,62392,72266,12971,18.1,(X),(X),(X),(X),(X)
8600000US01862,1862,ZCTA5 01862,6641,654,3485,357,3156,423,41040,2624,49234,9369,35745,5125,4005,472,2214,312,1791,281,0.6,0.7,0.9,1.2,0.2,0.3,0.4,0.6,0,1.5,1,1.3,6.3,3.2,6.8,4.9,5.8,4.3,12.4,4.2,10.2,6.1,15.2,7,15,4.1,11.7,5.4,19,7.7,28.7,5,22.5,6.9,36.3,9.8,5.7,2.4,6.2,3.3,5.1,4.8,19.3,4.1,24.9,6.9,12.3,5,11.5,3.1,16.7,5.2,5.1,2.8,(X),(X),64306,4887,53203,2890,62716,3709,68972,6503,54982,3958,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.3,(X),(X),(X),(X),(X)
8600000US01863,1863,ZCTA5 01863,5154,338,2700,208,2454,243,51786,3630,65833,8009,40444,5974,3285,326,1915,211,1370,208,0,1,0,1.7,0,2.3,1.1,1,0.5,0.7,2,2.3,1,1,0,1.7,2.5,2.4,11,3.7,7.6,4.4,15.8,6.8,15.4,5.5,11.1,5.5,21.4,7.9,17.9,4.5,16,5.5,20.5,7,8.9,3.8,8.9,4.4,8.9,5.3,20.4,5.3,21.9,6,18.3,7.2,24.3,5.1,34.1,6.8,10.5,5.3,(X),(X),81427,5065,53641,9170,80888,6814,92527,7975,64617,11232,57727,6775,73321,10512,44327,8553,40313,25932,53015,18515,25833,22533,49306,11601,61296,13533,26734,12095,49394,6244,59432,14795,40815,6590,57188,12174,88611,17483,39738,14211,89167,9439,101429,23310,80268,15574,10.5,(X),(X),(X),(X),(X)
8600000US01864,1864,ZCTA5 01864,9078,314,4788,293,4290,277,53687,3211,71574,10247,46603,3839,5812,402,3429,272,2383,310,0.6,0.7,0.6,1,0.5,0.8,0.2,0.3,0,0.9,0.5,0.8,1.2,1,0.7,1.1,1.9,1.9,7.2,2.9,6.3,3.9,8.6,3.9,15,2.9,11.8,3.9,19.8,4.7,14.7,3.3,11.9,4.5,18.8,5.6,7.1,2.7,6.2,3.5,8.4,4.8,15.3,3.2,16.4,4.5,13.6,4.3,38.7,4.9,46.2,6.2,27.9,6.3,(X),(X),92847,13484,64828,7214,96552,6038,104337,8388,85350,8769,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17.6,(X),(X),(X),(X),(X)
8600000US01867,1867,ZCTA5 01867,13963,474,7252,371,6711,382,56493,4583,72081,5872,46105,3366,8676,473,5118,333,3558,325,0.4,0.5,0.4,0.6,0.6,0.9,0,0.4,0,0.6,0,0.9,3.2,1.2,2.5,1.6,4.2,1.8,6.9,2,6.1,2.5,8,3,11.9,2.4,6.1,2.2,20.4,4.8,15.9,2.5,14,3.2,18.7,4.5,9.7,2.1,8.7,2.7,11,3.7,16.9,2.6,18.8,3.8,14.2,4,35.1,3.4,43.5,4.9,23,4.4,(X),(X),87333,7494,63861,4249,101248,8409,113804,11457,83187,10477,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),15.1,(X),(X),(X),(X),(X)
8600000US01876,1876,ZCTA5 01876,17355,571,8770,423,8585,371,47032,3396,60209,3924,35811,2646,11270,601,6777,414,4493,381,0.8,0.5,0.5,0.5,1.4,0.9,1.7,0.9,1.2,0.8,2.5,1.6,5.1,1.3,4,1.5,6.7,2.3,7,1.5,5.4,1.7,9.5,3,17,2.5,15.5,2.9,19.4,3.9,20.7,2.7,19.6,3.8,22.3,4,8.7,1.7,7.5,2,10.6,2.6,19.9,2.4,22.1,3.4,16.6,3.4,18.9,2.6,24.2,3.3,11,2.9,(X),(X),69065,5727,55658,4141,75305,4063,82067,5671,65106,5426,52128,2158,63504,3092,40846,1668,30400,11618,41250,16894,18636,14241,40648,1858,51190,2542,22794,4234,50501,3756,61732,2603,37284,5050,64880,5298,80869,7123,52458,4095,80677,15235,102773,16160,66591,7098,19.4,(X),(X),(X),(X),(X)
8600000US01879,1879,ZCTA5 01879,7601,289,4117,243,3484,263,50101,4175,55932,7371,43201,3447,5093,358,3032,270,2061,250,1,0.9,1.6,1.5,0,1.6,1.7,2,0.4,0.6,3.5,4.7,4.3,1.8,4,2.5,4.8,2.8,8,3.6,9.1,5.4,6.2,3,17.7,3.2,13.4,4.6,24.2,6.8,19.5,4.2,20.3,5.7,18.3,6,10.6,2.7,10.9,3.7,10.2,4.1,13.1,3.3,11,4.1,16.2,6.2,24.2,3.8,29.4,5.5,16.6,6.2,(X),(X),65841,5708,56864,7106,77553,6271,85665,9362,65621,6950,54115,4778,63478,4181,45603,5482,-,**,-,**,-,**,41409,6980,47303,13726,38125,14358,49712,2863,51038,3459,47340,8277,65657,3731,74500,17900,50653,15123,81625,23355,121522,25746,58784,13658,18.7,(X),(X),(X),(X),(X)
8600000US01880,1880,ZCTA5 01880,15294,484,7564,344,7730,433,48831,2663,56397,5268,40862,3056,10408,488,5863,337,4545,403,0.8,0.8,0.3,0.5,1.4,1.2,1.3,1.1,0.1,0.2,2.9,2.6,6.2,1.7,4.7,2.1,8.3,3.1,6.7,1.6,7,2.4,6.4,2.1,19.2,2.4,16.7,3.4,22.4,4,17.8,2.5,16.3,3.1,19.8,4.2,11.6,2.3,12.5,3.1,10.4,2.8,16.7,2.7,18.4,3.6,14.6,3.6,19.6,2.5,24.1,3.2,13.8,3.2,(X),(X),67215,3597,55244,5626,74734,4057,82000,5102,65361,4898,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18,(X),(X),(X),(X),(X)
8600000US01886,1886,ZCTA5 01886,13098,395,7011,288,6087,314,62083,5299,83372,6966,43201,7127,8398,353,5398,240,3000,274,0.8,0.8,0.9,0.9,0.5,0.8,1.1,0.7,0.8,0.7,1.7,1.5,2,1,1.9,1.2,2.3,1.7,4.8,1.6,4,1.9,6.1,2.7,10.4,2.4,7.9,2.5,15.1,4.6,13.8,2.6,11.2,2.8,18.3,4.6,8,2.2,6.1,2.5,11.5,4,16.2,2.4,15.8,2.9,17,3.8,42.9,3.3,51.4,3.9,27.5,5.3,(X),(X),101283,4416,70411,5280,102883,5188,116034,6972,79220,4810,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),13.8,(X),(X),(X),(X),(X)
8600000US01887,1887,ZCTA5 01887,13873,406,7033,307,6840,283,44143,4257,53272,4501,35464,4232,8146,412,4710,293,3436,293,0.7,0.6,0.8,0.8,0.6,0.9,1.9,1,0.6,0.9,3.6,2.1,4.1,1.4,3.6,1.7,4.9,2.4,9.8,2.3,7.2,2.4,13.4,4.1,15.4,2.7,13.2,3.7,18.2,3.7,20.9,2.9,19.5,3.6,22.8,4.7,9.5,2.2,8.8,2.6,10.4,3.6,14.9,2.8,16.8,3.8,12.3,3.7,22.9,3.4,29.5,4.8,13.8,4.3,(X),(X),70317,6013,54035,3911,75785,3888,84558,5416,63760,5397,51956,2376,61579,3337,42302,5890,18672,15372,31071,22937,10938,4870,37147,3455,46659,6243,28977,5090,49307,4568,57445,3630,36926,5116,64507,5764,85145,16805,56000,8886,74777,10002,98158,10227,62847,8089,19.6,(X),(X),(X),(X),(X)
8600000US01890,1890,ZCTA5 01890,11459,349,6157,219,5302,257,73573,4890,90856,4428,53491,6738,7640,276,4711,179,2929,262,0.5,0.4,0.4,0.4,0.6,0.7,0.8,0.5,0.5,0.5,1.2,0.9,2.3,1,2.1,1.3,2.7,1.6,5,1.5,3.9,1.7,6.7,3.1,9,1.6,6.8,1.8,12.6,3.3,10.3,1.8,8.9,2.3,12.6,3.3,4.9,1.1,3.7,1.3,6.9,2,15.7,2.5,15.8,3,15.6,3.3,51.4,2.7,57.8,3.5,41,4.7,(X),(X),109867,6713,84137,8580,143941,8082,162477,11739,114128,11889,80721,5796,100770,5070,60722,4381,37697,26340,58542,29824,22188,12042,31708,8770,37340,8896,24453,12392,50467,8728,61328,13492,32398,8196,86446,6860,113750,15752,64563,10794,100000,6059,117179,10466,76250,6427,17.4,(X),(X),(X),(X),(X)
